Customer id,Retailer_name,Retailer_industry,Num_stores,Avg monthly_revenue,Contract_value,Contract tenure_months,Platform_usage_hours,Support_tickets_opened,Data_integration_issues,churn
5cc43530-1d12-4dba-82ac-5d930d6bc1bd,"Murphy, Bell and Nguyen",Fashion,81,184890.08,20653,17,61,1,1,0
0e1e2a89-9bfe-4884-940f-1f33ac56ad70,Brown-Bailey,Home Goods,34,128046.35,5820,12,65,0,7,0
361a42ee-2f63-406e-94a8-d6d832a29f29,Moore-Hobbs,Fashion,18,118221.28,18495,10,63,0,9,0
27610bd4-f071-4fd7-9d87-590799150bdf,Campos-Mcclure,Electronics,7,105707.06,12023,11,71,3,7,0
9a3b3668-912c-400e-950a-0d2fb82b9624,Hughes-Mccarthy,Electronics,69,195979.61,15355,16,52,3,4,0
2fc99822-7b27-44a9-8a4f-0a8a1dd710d5,Gutierrez-Rivera,Food & Beverage,35,34280.34,16063,25,32,1,7,0
5a1575a5-fe23-472a-a977-3d262097dd76,Riggs-Summers,Home Goods,80,116498.85,41572,40,82,4,5,0
5c523308-0af7-41a8-b7f8-64b98cacc00a,White and Sons,Home Goods,58,95396.67,37581,8,51,0,0,0
b9741256-b033-4f8e-9844-ac34eb096223,Rose-Elliott,Home Goods,63,164817.69,23599,16,51,0,2,0
888dac24-6b28-456c-8337-75bbe552ac95,"Rogers, Carrillo and Doyle",Electronics,17,112442.64,39761,4,38,2,9,1
d5a6ca8e-79d8-4aec-a46e-6ea0ed31daa5,"George, Clark and Koch",Home Goods,70,46131.73,23956,10,57,3,8,0
5567d34e-ff7a-4c4f-9822-fa9cf5732270,Davis and Sons,Home Goods,67,118151.02,31106,26,18,4,1,0
6f0e3e49-5ed8-458f-a73d-fa194fa744d7,"Lara, Chase and Caldwell",Electronics,37,116611.65,25393,4,56,1,7,0
e09c6913-035d-490b-962a-914bca0d420a,Sullivan-Johnson,Home Goods,6,132468.11,39633,46,46,0,4,0
23dec01f-327a-4ce7-869a-e0815c3f1453,Sutton-Bruce,Electronics,94,32420.15,36129,42,43,4,7,0
a935a688-c23e-4e84-b677-b80f99c2edc0,"Stephens, Rodriguez and Watkins",Electronics,98,56254.05,25810,43,54,4,3,0
ea24fe55-eefd-488c-9f5f-213ed2ebb35c,Moore-Martin,Electronics,94,86887.5,30975,12,49,1,7,0
cf15b65c-98cd-467b-a607-d326aec0133a,Howard and Sons,Electronics,5,141276.72,45281,36,48,2,5,0
0faebcc3-08eb-4694-bb63-c636e7fb9a57,Lopez PLC,Food & Beverage,77,148174.71,34600,35,51,2,7,0
fb10f33b-76b0-4f69-b938-c6424cef5ab7,Ryan-Mcgrath,Home Goods,39,133837.2,43152,13,50,0,6,0
bcc672b5-a1f8-46ac-9c9e-fbb8fe534460,Malone Inc,Home Goods,95,117443.45,34005,47,60,4,0,0
45c1df8d-8c9e-4236-8fb3-735c0a63d839,"Williams, Mcdaniel and Fleming",Food & Beverage,25,120092.97,42439,4,29,3,9,0
afa9afe6-8467-4176-835e-077e7093d97a,"Dean, Walters and Jacobs",Food & Beverage,46,78738.85,17966,45,45,2,3,0
eb0ead58-b3f9-4c01-b91b-0b957049b33d,Ryan PLC,Electronics,3,183354.66,47781,41,14,2,2,0
cd747d44-4880-4a10-917c-4d58b5a47021,Martin Group,Home Goods,97,171120.74,13194,11,71,3,1,0
8d1f1eab-b615-4200-9765-8aa3b2b54be8,Schultz-Sullivan,Home Goods,29,118966.17,7711,35,1,2,5,0
60b78a9f-caad-41c0-b9bc-ad73bda54aab,Arias and Sons,Home Goods,83,124608.69,12012,42,59,0,3,1
683bd014-3232-47c7-aaf5-a3e5d92f8bb6,"Solomon, Perry and Lucas",Electronics,56,102506.49,26108,39,59,4,9,0
c0f65eb9-2947-450e-accc-6910ef7ad765,Reynolds Group,Electronics,78,129070.73,17621,8,63,3,8,0
fefd104c-db1e-4f66-891e-52a0f760efeb,Anderson Ltd,Electronics,16,35175.6,17614,30,39,3,0,0
f9bcd7db-8992-4f27-a0ee-7f3cbc5bd3b2,Brown-Ross,Fashion,62,73437.18,6927,41,45,3,0,0
f7a49bef-8a85-44ef-8fc6-0b008be7f85d,"Thomas, Sanchez and Savage",Electronics,3,86510.38,43867,1,43,3,9,0
51786614-cb0e-444a-851d-e12a6b864c48,Mendoza-Gilbert,Fashion,14,82147.94,30631,13,45,2,8,0
7cd1c9ed-dde6-4af3-9582-8289322c6995,"Harper, Hudson and Shaw",Electronics,40,151723.07,16785,26,45,4,3,0
e13d9e37-4005-4bc0-8848-dbfe76874fd9,Mills-Moss,Fashion,68,95313.67,34371,23,62,2,7,0
23e18b16-f469-402e-b383-30678737796b,Hatfield LLC,Food & Beverage,46,50135.85,25813,23,46,2,0,0
747f1a37-a8f5-4f0b-85ad-49608171e80b,"Howe, Carroll and Tran",Food & Beverage,5,79898.26,7424,25,70,2,8,1
ccf25e54-4f2f-40a0-9e19-cf2238749e8d,Hall PLC,Electronics,87,93956.27,44630,21,62,3,0,0
9210ba23-69a8-45a0-a0c5-1d5c1ad1c4c7,Benson LLC,Food & Beverage,97,173449.8,6140,35,65,0,4,0
3f6005c2-8b6e-438b-aed3-a865c12527ad,Calderon-Martinez,Fashion,71,97882.73,47132,35,64,0,9,0
9d72e394-c14c-444d-a45b-bdd62bc97fb9,"Shelton, Johnson and Robertson",Home Goods,80,110709.49,7646,21,48,3,4,0
100fa49d-932b-41bc-b1ef-199f94bc7882,Harvey Ltd,Home Goods,46,53074.34,37924,11,40,4,7,0
8d80ca76-b40d-4e0b-826f-a1e412dc352e,Holder PLC,Fashion,40,117720.45,34853,32,44,1,8,0
b80a73e1-04a8-4ff2-a15c-51cfaef80b17,Ross-Rose,Home Goods,58,44650.96,10485,41,47,1,9,0
7a51aa8f-2c2b-4792-beb4-b9e8750917fe,Anderson Group,Fashion,7,126963.27,21128,2,68,3,0,0
26daadb1-4b71-427b-81c2-23686f56116b,"Bonilla, Morton and Barrett",Electronics,55,176954.1,33750,34,66,3,0,0
ba973087-4a3e-462b-b50b-9af21c1aad35,"Parker, Miller and Hernandez",Home Goods,41,100901.85,43915,29,0,4,3,0
f56768b2-f46a-41e7-8453-bfd45c70d2b8,Harrison-Bailey,Electronics,32,82612.97,17208,37,55,4,4,0
f0cdd379-5f47-4fee-9db6-85f1ef6ba44d,"Armstrong, Jones and Warner",Home Goods,41,26733.45,33956,25,42,4,4,0
8f1bc8c7-1161-4fd1-948e-450428a22dde,Lloyd Ltd,Home Goods,87,156915.94,42852,33,39,0,1,0
870943c2-dd56-45ad-b793-24e5008a0b5b,"Harvey, Hardin and Mitchell",Electronics,20,128984.91,43594,28,87,0,4,0
838cda91-470a-4b4a-8f5d-93738e01a9c5,Chavez-Nichols,Food & Beverage,7,51262.18,42725,20,88,4,0,0
e2d9685e-be38-45fa-8e56-52a840500e61,Simmons LLC,Food & Beverage,30,115723.69,9134,38,50,3,2,0
4b32b41b-011e-4860-a0e3-5bc723f46588,Dunlap PLC,Fashion,74,99455.04,40005,9,53,0,3,0
b8431ae9-35ab-4a6d-a294-bc1e27749b0b,Ryan-Wagner,Food & Beverage,70,94948.71,21773,37,69,4,7,0
2f91226a-e4c3-4246-935f-c6fa427d27a2,Stephens-Allen,Food & Beverage,78,132548.82,26048,42,63,1,7,0
876a33e7-e1ff-43fd-8d07-ebe0a90179c9,"Espinoza, Lee and Hebert",Food & Beverage,26,121688.91,38292,46,78,3,3,0
eef871a9-2ffd-4071-ab23-790bad4534d7,"Woodward, Phillips and Johnson",Electronics,43,24931.36,35085,29,64,4,8,0
ac152866-7e3c-433b-8dbf-75b8317f7366,Welch LLC,Electronics,94,122806.1,5635,14,11,1,5,0
d3c1e83b-f1b6-45da-9499-c2cee968a3c6,Campbell PLC,Home Goods,61,112567.47,6264,41,52,4,5,0
a53e2dcf-5142-4458-b390-9c9d665fbc91,Freeman-Ali,Electronics,96,136320.79,15939,30,46,2,1,0
96f12c9e-b548-45bf-8708-929a61be556b,Barnes Inc,Electronics,29,137822.4,34102,30,59,0,2,0
ff0ab870-ae0c-485b-be91-7db337ffdf73,Cain LLC,Electronics,64,57174.23,40071,18,27,3,0,0
7c8ff1e5-d1d4-4079-a842-d00e89b8734a,Ramirez-Ortiz,Home Goods,24,31686.72,24369,35,49,1,1,0
a6f2c86a-9abd-42af-807b-8b8c6af72b4e,"Cook, Graham and Cook",Home Goods,30,12742.74,6403,24,53,0,5,0
582503e5-a0eb-46b8-a7ce-451ec6d83745,"Bowers, Franklin and Obrien",Food & Beverage,84,137750.45,40674,41,27,1,6,0
b03f1ac3-e738-4056-9fd3-5eac8c8b3e9e,Brown-Hawkins,Food & Beverage,12,192236.01,26374,42,66,1,4,0
a28784db-825d-4570-8cc2-37d8badb5647,Lynch PLC,Fashion,91,148811.29,5873,14,34,0,3,0
cebb9777-ac2d-4877-850b-d6d6935a0d8f,"Ramirez, Pennington and Fitzgerald",Electronics,36,93758.05,46626,3,50,2,4,0
d1ccc981-93c9-4d07-a07e-0f81205c10e9,Castro PLC,Electronics,51,101228.07,11351,4,70,4,2,0
960d5e03-5763-4038-8cdf-35759725b5db,"Kline, Campos and Underwood",Fashion,4,126099.73,20763,35,31,2,4,0
925d4511-523b-4f0e-b767-3dcc5c576910,Walker-Scott,Fashion,61,176192.34,46856,40,39,4,5,0
a2b5e5ef-2df9-40d5-b6d4-0e4b594eccf8,"Cohen, Estrada and Schultz",Food & Beverage,22,151024.79,45347,43,71,1,0,0
407ed6d5-809e-4171-9fd6-6ba6e3182d05,"Barron, Garcia and Wallace",Fashion,33,26626.61,35010,1,27,3,9,0
449c4c75-fcbc-414e-95d8-5550568a379e,Gamble Group,Electronics,80,188917.14,7002,47,4,2,0,0
1935fe05-4dff-43a1-bf8f-f91d4ec468ec,"Wyatt, Fox and Morris",Food & Beverage,22,112864.26,10685,40,67,4,1,0
5ae6a161-377d-40a5-a97a-17135a8dc404,"Morton, Sanchez and Woodard",Fashion,18,74843.79,13749,11,30,4,3,0
8e6b0800-0f9b-4087-a856-abb8e902e7c3,Campbell-Carter,Fashion,12,140472.78,5460,6,28,1,0,0
11d453d4-7b60-47a1-a0f1-316c0fd05eb6,"Young, Wright and Morgan",Electronics,95,85556.61,20144,21,92,0,8,0
5b17f150-414d-4d76-a121-864276e935cc,"Crawford, Smith and Jacobs",Electronics,17,129884.79,30232,31,69,0,5,0
6ef73b17-875f-40f9-8e56-6f3df3aebb90,White-Howard,Home Goods,86,111159.24,35668,18,64,1,6,0
9e1eebb1-5f7b-4aa4-a80f-37a88f98c909,Ward-Collins,Fashion,23,267265.98,15942,12,50,3,5,0
225463b2-41a3-47fc-99bf-e5797d26ca9e,Gallagher-Miller,Electronics,46,133370.25,49526,11,32,0,2,0
b87a4874-895f-4ed7-b69d-78db97b22267,Guerra-Ford,Home Goods,69,160031.56,5078,8,49,1,6,0
25a8416d-6db5-48e3-b5d0-80d0592294a1,"Sloan, Kline and Obrien",Electronics,76,76038.01,29875,21,11,3,3,0
616cfcf1-5e08-4436-b74f-96c944a000e4,Ellison-Stanley,Electronics,82,52945.64,11369,10,45,2,7,0
43e33cbc-4e48-4494-9491-37415f6fa0f5,Sanders-Peterson,Home Goods,83,162212.02,36275,2,48,1,5,0
27a8d865-0fc0-47eb-8cb1-fbf6d5ac1141,Harris Group,Electronics,80,50334.39,22178,8,61,1,3,0
d3a8ff53-83a8-4095-ad2c-e8aa83cc9894,"Long, Ward and Valencia",Fashion,84,198093.81,12506,40,33,4,5,0
281c1d6d-9aff-42fe-b9fe-ed61b57d7e65,Lane-Campbell,Electronics,5,69341.55,30692,1,38,3,8,0
35115b34-1684-4092-80f0-23d8177f9602,Jimenez Inc,Fashion,8,53794.14,12293,19,40,1,1,0
16f96577-7fdc-4f63-9ac4-0ce5f558b4ea,"Dominguez, Faulkner and Nichols",Electronics,5,110242.73,6836,17,42,2,8,0
35d9f156-096e-456e-bed5-3e05dc3fdddb,"White, Avery and Stanley",Food & Beverage,4,54564.1,9979,22,55,0,1,0
ed6a0232-984e-4c5c-bfad-a16f12c58c8f,"Walker, Williams and Fleming",Fashion,47,146038.58,30223,33,80,2,8,0
30d09810-46f8-4a2b-859a-76669253879e,"Ford, Diaz and Smith",Food & Beverage,44,102511.62,46195,28,76,2,4,0
6e68795e-346b-4435-a42a-a4e6e42139ad,"Mason, Wiley and Torres",Home Goods,31,172488.09,40589,10,47,4,3,0
1993fab6-cb6d-49df-8155-387d2c49ab03,"Luna, Alvarez and Foster",Home Goods,11,121082.98,46431,36,54,1,8,0
2ac83192-f6b3-4ad5-8ec1-ab25c93d0b8d,Nelson-Smith,Electronics,79,68946.86,47013,27,36,0,7,0
4e7d86bb-e02f-4187-bcca-3cc55d678ef6,"Taylor, Stewart and Coleman",Electronics,47,116542.86,6643,30,41,2,2,0
0b2ae935-a11f-49f2-b451-bd287102cdea,Dennis LLC,Fashion,59,89425.52,15802,15,77,3,2,0
d0d8be6e-2950-4503-862a-afa794c8500a,"Thompson, Hancock and Mendez",Home Goods,80,93894.17,26775,39,42,4,4,0
75afa824-9c65-406d-a279-b20083d04513,"Proctor, Pierce and Wyatt",Electronics,25,103857.61,43619,46,78,3,7,0
54863c8e-39ce-4cbd-971b-2e2e1ce391f0,Odonnell-Webster,Home Goods,72,107887,8838,21,87,0,3,0
1d36a589-6958-4592-8c81-9c853740fb34,"Suarez, Burton and Walton",Home Goods,78,133289.18,10131,41,54,4,2,0
9d4211ed-d0bc-44f8-bf47-74741872e4bf,Martinez Inc,Electronics,26,136367.76,14038,22,38,2,1,0
bebe5878-58ec-4f14-82f5-0cfc3112c956,"Pennington, Walker and Nelson",Home Goods,53,110344.64,7354,10,10,4,0,0
9f6accef-0d03-447c-a793-74318a0f80b7,Johnson-Hall,Fashion,17,136972.93,21992,15,46,2,7,0
a8121945-e61b-49e8-9a00-b9edb1780cea,Thompson-Miles,Food & Beverage,23,188800.93,15717,17,34,2,4,0
04944742-3cd5-4011-9112-546177089cee,Nicholson and Sons,Electronics,80,27674.51,20070,22,77,0,0,0
9026ad31-9efb-4129-b31c-3fa07e0b8466,"Waters, Gray and Mcdaniel",Food & Beverage,56,82454.15,16695,36,52,2,9,0
fc38d02c-6284-4058-872b-1816e60826d2,Baker-Dawson,Fashion,73,126729.97,25034,31,27,0,4,0
950da1bb-a6d8-4837-8d5c-45cd32648b39,"Martin, Lester and Byrd",Food & Beverage,30,143309.35,9056,43,60,4,6,0
4e71cf05-5550-4c35-93fd-3c317368e763,Long Inc,Fashion,91,50153.05,12895,44,38,2,8,0
f457f0da-3136-4007-bed0-905967ee1c76,"Davis, Scott and Hicks",Fashion,74,92229.3,45142,3,71,1,9,0
c1078fe7-5901-4b21-a4b1-99cb4da145a7,Kim PLC,Electronics,47,1333.06,24711,4,55,3,4,0
f38d7960-4eb4-4ad6-ba79-fc58ab512cc6,Shaw-Horton,Fashion,11,92469.92,5108,32,76,2,7,0
c7f6523e-9cb1-46f2-b6c2-da5abcd243c6,Wang-Reed,Home Goods,9,196148.75,35389,15,1,4,4,0
30e73f29-6065-40d0-a2a1-d8f156956f3e,Greer PLC,Home Goods,31,88866.86,39869,21,25,3,5,0
66d4a6ee-a065-40a6-9ec3-22746159ac8f,Cannon Ltd,Food & Beverage,65,74085.45,21342,22,28,4,3,0
fbb7a78a-4006-4e33-ac1a-b7c74df1ded6,"Cook, Barnes and Sanchez",Electronics,28,131533.53,49186,27,13,2,1,0
858449e8-ed05-4c59-83aa-0cc943eb26c4,"Graham, Rios and Gonzalez",Electronics,7,143105.82,21768,3,40,2,6,0
eaee47e5-d506-4a7e-8e1c-cf078ba97549,Kim Ltd,Electronics,12,141845.74,10169,14,54,3,8,0
73f945ca-f6b2-485e-8798-d70bf13267bf,Shah-Carter,Electronics,22,124480.32,14814,22,69,3,8,0
f4c6cb6d-3869-439b-9ba6-54f7df75939d,Wilson-Farmer,Home Goods,99,146938.31,8626,32,49,1,2,0
123125b7-f6af-4fba-b515-0930ebcaa16d,Weaver-Edwards,Electronics,77,107942.45,26371,32,26,4,6,0
61ec4fc9-f2a7-422a-9895-5aedf67e1c81,"Hogan, Thornton and Fuller",Food & Beverage,56,89906.72,28849,24,61,1,3,0
d95417ea-5ca3-40f6-b382-a89bd67810d2,"Dodson, Shah and Moon",Fashion,46,184488.21,44325,32,57,4,7,0
1ef27651-b707-4bd5-af7b-624c5b1e66dc,Gonzales-Hughes,Food & Beverage,40,145737.34,8512,7,25,3,2,0
5958f316-773c-4af5-ad87-b0d5d4845d02,Gibson and Sons,Electronics,8,126861.59,22827,46,17,0,5,0
5cc649a1-0be3-4d49-a8ea-e7bcd04152d0,"Michael, Johnson and Campbell",Food & Beverage,81,58251.58,43619,4,68,0,4,0
4f454f3a-51ba-4084-95b7-1ef555ad1987,"Craig, Vaughn and Rice",Home Goods,64,55143.78,21128,26,38,1,5,0
783be83d-dd27-416d-b1b9-b09d0a007cab,Cooke PLC,Home Goods,42,160455.4,38027,17,67,4,0,0
61c9524f-5522-4f23-b3d7-a27ee3f14f71,Calderon-Kent,Food & Beverage,50,132435.48,28492,14,53,0,2,1
4d6185ef-d71b-44b3-9da8-059f5e8d786e,"Parker, Huerta and Robertson",Fashion,92,69947.85,44309,31,74,3,3,0
e0bcbcaf-277e-4979-9e65-5d5d2f1b5cf1,Rivera LLC,Food & Beverage,54,64389,46756,11,23,4,7,0
f10a55b2-08ac-4196-a14e-81d328c6f7fa,Walker PLC,Food & Beverage,56,131032.66,13337,43,93,1,0,0
761ee22f-e668-4ce2-92d8-4619815a9b6c,Jackson and Sons,Food & Beverage,29,-35598.48,46271,6,50,4,6,0
2e608fe3-fd6f-449e-ac96-54879b382c60,Rice Inc,Fashion,50,16915.89,25721,1,60,3,7,0
91b9c041-bdca-49b0-b038-d49747517c1c,Christensen PLC,Food & Beverage,38,73512.57,10781,33,68,1,4,0
34478abc-7f5b-4c0f-a876-943aface4133,Holt LLC,Fashion,85,205019.52,27951,18,37,3,3,0
a6070787-d407-4623-baee-c05263e42578,Moreno-Miller,Food & Beverage,30,26905.47,24909,46,36,4,7,0
061d9d43-3a04-4901-b908-56fe86294a81,"Avery, Rose and Walker",Home Goods,87,145152.01,6124,9,23,4,8,0
4c7012a5-4ee2-49ec-8ec6-1e9e61e74249,"Reese, Walker and Barrett",Home Goods,70,67719.67,27684,4,73,0,9,0
540dbbe5-d1f1-45f4-9046-fa465781b649,Lee Ltd,Home Goods,34,116338.48,44464,2,68,0,4,0
560c355a-55c5-4751-8d8e-76f270051497,"Hill, Williams and Hayes",Food & Beverage,25,51597.09,44511,12,47,2,3,0
3c61bb55-4249-427f-aec2-c0b839b7ad6f,"Miller, Howell and Parks",Electronics,4,49031.1,38278,22,59,3,4,0
da317151-ed41-421e-a5e3-80ffb9a09d49,"Gray, Williams and Mason",Home Goods,28,14321.27,19100,31,36,1,4,0
c399a9ae-bac7-455f-9701-5642375c98af,Gay-Morris,Home Goods,95,48839.89,21912,17,0,2,5,0
82dd9916-297f-49dd-8ab8-668bdd295dab,Brown LLC,Food & Beverage,72,156661.71,24596,35,80,1,1,0
ccc9dfcb-9de6-4da9-aa91-76544594cb66,"Fuller, Porter and Johnson",Fashion,81,136950.79,17783,29,23,4,4,0
dbd5cb5d-6c3c-4e45-abb5-3cbb217b68b8,Perez-Robinson,Fashion,56,96778.94,45825,2,11,0,3,0
fdb46a13-d976-4d6f-b413-6ba1362a72df,"Rose, Thompson and Miller",Electronics,48,113702.99,47051,30,41,1,9,0
46c8c462-dbd2-4235-b8a8-d6b7c4ae6b2e,Day-Valenzuela,Home Goods,51,205225.78,21883,23,52,1,6,0
6ae215a2-2919-436d-99e8-fa719dc17fc4,"Thomas, Simpson and King",Home Goods,76,147930.85,39059,40,26,4,4,0
2dd997c0-5b8c-4401-ae1b-0ed3bb28792d,"Smith, Bailey and Smith",Food & Beverage,33,108495.66,22373,31,56,3,4,0
6996b800-511c-4585-a7ff-d749b6157760,Drake-Elliott,Electronics,55,82178.38,47561,32,47,4,2,0
2efbef84-1796-477f-ba4e-54fe8b505b7a,Weiss-Mayer,Fashion,59,-12197.04,26760,11,67,3,8,0
cd0df08e-ed90-45d5-b81d-15ef50f1e4c1,Mcgee-Luna,Fashion,29,91326.83,19758,2,16,3,8,0
467bf107-1b6f-42e8-a9cb-775428f5c6a3,Cortez-Martin,Electronics,41,141290.43,23922,4,41,0,1,0
85f5a0a3-8483-4c31-acfd-9a81130aa3cf,Martin LLC,Home Goods,22,67527.5,27266,39,16,2,5,0
53097a97-90d4-4122-9f5f-ec73371866d2,Howard PLC,Fashion,72,87807.21,29321,13,81,4,6,0
191eadb6-d21d-456e-b1dd-9bc7ff40525e,Richards-Day,Food & Beverage,21,34958.58,39241,40,37,2,4,0
69a3d1fd-ac38-4436-ae95-c193406080b6,Henson Inc,Fashion,56,64123.57,10204,19,57,2,2,0
4bbd6f2f-f7d4-40a2-b013-ab6f13620be4,Donovan-Meyer,Electronics,6,122828.37,49722,47,70,3,2,0
1da4d204-8034-4a1e-af2a-fb8ca10e144a,Robinson Inc,Fashion,22,84342.21,39004,26,45,1,3,0
546b521f-512f-4e8e-bbd9-46d701497a52,Gomez LLC,Fashion,75,84223.96,26682,22,43,1,0,0
99001809-3158-4d69-a89e-a878615f5fd0,"Hurley, Jones and Collins",Home Goods,15,18387.75,5682,15,33,4,2,0
52bd6c73-fba0-4707-942e-aa39ef1daabc,Juarez Group,Food & Beverage,55,156771.1,24768,9,49,0,2,0
db3ceebe-da2d-41c4-9c98-de94f642e827,Wright-Le,Fashion,37,13704.62,42516,11,55,3,5,0
5c8d476a-c090-4ed7-84fa-43f8efd0d5a1,Mendoza LLC,Food & Beverage,88,99074.08,41256,15,41,0,9,0
3b4e8c7b-1554-4c6e-9103-a77c8a278e7e,Barrett and Sons,Electronics,85,93395.11,32465,11,40,2,7,0
4b2053f3-10f4-40f7-9edb-cf911518a154,Burgess-Flores,Food & Beverage,95,155052.85,13947,23,58,2,0,0
81511af8-2079-4be0-8621-4725d870862b,Carter-Ryan,Home Goods,69,135214.15,18226,8,75,3,1,0
8ba66201-d479-4aca-87c2-36797821156c,Nichols Ltd,Fashion,97,43437.97,27844,9,13,3,0,0
9a0e44ee-7948-4d1b-ae0e-69e4d9abae47,Roth PLC,Electronics,79,86235.5,37807,31,85,3,0,0
83965e4b-8cc4-4ff9-9669-622e33a131c7,Andrews-Hardin,Home Goods,93,35050.02,46975,33,83,0,8,0
fd1e90ca-f556-4594-92ec-7c492d45997a,Rice Inc,Home Goods,20,160754.93,44965,31,26,0,0,0
10fd42f1-16e0-4e4b-83f6-1c73bf78e323,"English, Wells and Bell",Food & Beverage,22,142501.53,33467,40,57,1,3,0
b988e280-ed86-49fe-8a7c-d7f095b8913c,King LLC,Electronics,56,-15132.29,46483,14,29,4,4,0
99fd7fb7-8c7b-4eac-854a-9421df70e467,Santiago Inc,Home Goods,34,124338.99,26588,24,17,1,2,1
d0e58cbc-3978-4f66-a19a-ea7e14618c39,"Roth, Reed and Curtis",Electronics,39,124730.65,42007,8,50,2,7,0
d6c6fd2c-e32e-4163-b94f-90444f4267bb,Duncan-Dunlap,Fashion,61,37442.31,36175,33,69,4,1,0
d5a04fa8-15ce-4aa8-a1a2-c0a72f56cd6b,Bowen-Anderson,Electronics,5,94340.22,40824,15,41,1,2,0
d39ac5c6-7641-4328-8034-b91604ccc3ed,"Smith, Peterson and Shaw",Home Goods,60,50602.67,43260,9,72,0,2,0
7a86a679-9335-48cf-88c0-e2f550d22d0c,Garcia PLC,Electronics,15,12857.05,6131,38,28,2,2,0
83140836-15d1-4806-96db-8625372b5fc4,"Hinton, Gonzalez and Harrington",Home Goods,98,164665.39,14535,8,55,0,6,0
23b6688b-ade3-405e-ac66-38e1e5d7a0dd,Navarro-West,Electronics,27,97254.88,24532,4,33,0,6,0
89fdfac4-238b-4ab5-9883-771415d59e05,"Wheeler, Guerra and Herrera",Electronics,91,80079.61,29709,36,64,0,2,0
9b8f0054-c755-49a4-9193-1362f5742f5e,Jones Ltd,Food & Beverage,96,56108.52,14000,42,42,2,6,1
e851f64e-d24a-460b-ae07-eb739eef24bc,Hernandez-Stark,Home Goods,28,79701.13,40744,15,73,4,3,0
1af697e7-df1b-412d-b949-ede8f103ed21,Hernandez Group,Fashion,50,86040.78,33190,11,38,2,2,0
ceb8f475-c894-45b3-b1bb-a6c386b51e86,Russell-Shaw,Electronics,98,25190.3,28220,36,22,2,4,0
815641a0-8e33-48ae-8ad7-5460a7b49eb8,Williams-Chambers,Electronics,73,53108.01,38837,20,47,0,9,0
129e96fc-0e5a-4981-94f4-2f3f319cdebb,"Hodges, Chan and Thornton",Home Goods,1,18945.23,42278,6,62,4,4,0
f52fd99a-2cc3-4703-a571-995902121516,"Robinson, Banks and Daniels",Food & Beverage,89,56470.16,37678,5,85,4,8,0
ed366c1c-6dd4-401b-869e-43f8e9f72fd9,"Weaver, Johnson and Roberts",Fashion,86,173764.56,20339,19,50,2,5,0
835deaed-15ac-4d94-b2c5-c6cf733a7bac,"Silva, Rush and Henson",Food & Beverage,81,55598.49,20799,4,67,2,4,0
fd77eab2-aa27-44b5-834b-22b35418b106,Bell Group,Home Goods,22,107033.87,48582,22,45,3,9,0
